top_type,top_color,top_usage,top_season,bottom_type,bottom_color,bottom_usage,bottom_season,shoe_type,shoe_color,shoe_usage,shoe_season,compatibility_score,compatibility_label
Tshirts,Grey,Casual,Summer,Shorts,Green,Casual,Summer,Sports Shoes,White,Sports,Summer,63,Moderately Compatible
Shirts,Orange,Formal,Summer,Jeans,Blue,Casual,Summer,Formal Shoes,Black,Formal,Summer,53,Poor Match
Tshirts,Blue,Casual,Summer,Track Pants,Black,Sports,Fall,Casual Shoes,White,Casual,Fall,51,Poor Match
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Fall,Sports Shoes,Grey,Sports,Summer,51,Poor Match
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Fall,Sports Shoes,Black,Sports,Summer,47,Poor Match
Tshirts,Burgundy,Casual,Summer,Trousers,Grey,Casual,Fall,Casual Shoes,Mushroom Brown,Casual,Winter,49,Poor Match
Tshirts,Yellow,Casual,Summer,Track Pants,Black,Casual,Summer,Sports Shoes,White,Casual,Summer,92,Highly Compatible
Tshirts,Purple,Casual,Fall,Track Pants,Black,Casual,Fall,Casual Shoes,White,Casual,Fall,82,Highly Compatible
Tshirts,Grey,Casual,Summer,Shorts,Brown,Sports,Summer,Casual Shoes,Black,Casual,Fall,61,Moderately Compatible
Shirts,Blue,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,White,Casual,Fall,57,Poor Match
Tshirts,Burgundy,Casual,Summer,Trousers,Khaki,Formal,Fall,Formal Shoes,Black,Formal,Fall,38,Poor Match
Tshirts,Black,Casual,Summer,Shorts,White,Casual,Summer,Sports Shoes,Black,Sports,Fall,60,Moderately Compatible
Tshirts,Blue,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,White,Casual,Summer,72,Moderately Compatible
Tshirts,Brown,Casual,Fall,Jeans,Black,Casual,Fall,Sports Shoes,White,Sports,Fall,71,Moderately Compatible
Tshirts,Green,Casual,Fall,Shorts,Black,Casual,Fall,Casual Shoes,Black,Casual,Fall,83,Highly Compatible
Tshirts,Red,Casual,Fall,Trousers,Khaki,Formal,Fall,Sports Shoes,Black,Sports,Spring,27,Poor Match
Tshirts,Grey,Casual,Fall,Jeans,Blue,Casual,Fall,Sports Shoes,Black,Sports,Summer,53,Poor Match
Tshirts,Green,Casual,Summer,Shorts,Grey,Casual,Summer,Casual Shoes,White,Casual,Summer,78,Moderately Compatible
Tshirts,Black,Sports,Fall,Track Pants,Black,Casual,Spring,Casual Shoes,Black,Casual,Fall,57,Poor Match
Tshirts,Grey,Casual,Summer,Shorts,Grey,Casual,Summer,Casual Shoes,Brown,Casual,Winter,79,Moderately Compatible
Shirts,Grey,Casual,Fall,Trousers,Khaki,Formal,Fall,Casual Shoes,White,Casual,Summer,51,Poor Match
Tshirts,Black,Casual,Summer,Shorts,Grey Melange,Sports,Summer,Casual Shoes,White,Casual,Fall,50,Poor Match
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Summer,63,Moderately Compatible
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Formal Shoes,Brown,Formal,Winter,47,Poor Match
Tshirts,Brown,Casual,Summer,Shorts,Black,Sports,Summer,Sports Shoes,Blue,Sports,Summer,58,Poor Match
Shirts,Grey,Casual,Fall,Shorts,Red,Casual,Fall,Casual Shoes,Black,Casual,Fall,80,Highly Compatible
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Summer,59,Poor Match
Tshirts,Purple,Casual,Summer,Track Pants,Black,Sports,Fall,Sports Shoes,Black,Sports,Summer,59,Poor Match
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Fall,Sports Shoes,White,Sports,Fall,49,Poor Match
Shirts,Blue,Formal,Summer,Trousers,Khaki,Formal,Fall,Casual Shoes,Red,Sports,Summer,40,Poor Match
Tshirts,Orange,Casual,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,Blue,Sports,Summer,42,Poor Match
Shirts,Red,Casual,Summer,Trousers,Grey,Casual,Summer,Sports Shoes,Blue,Sports,Summer,52,Poor Match
Tshirts,Purple,Casual,Fall,Shorts,Grey,Sports,Fall,Casual Shoes,Brown,Casual,Summer,53,Poor Match
Shirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Grey,Casual,Winter,71,Moderately Compatible
Tshirts,Grey,Casual,Summer,Trousers,Black,Casual,Summer,Sports Shoes,White,Sports,Fall,74,Moderately Compatible
Tshirts,Purple,Casual,Fall,Jeans,Blue,Casual,Winter,Casual Shoes,Brown,Casual,Summer,58,Poor Match
Shirts,Green,Casual,Summer,Track Pants,Black,Sports,Fall,Sports Shoes,Black,Sports,Fall,50,Poor Match
Tshirts,Grey,Casual,Summer,Trousers,Black,Casual,Fall,Casual Shoes,White,Casual,Fall,93,Highly Compatible
Shirts,Grey,Casual,Fall,Shorts,Black,Sports,Summer,Formal Shoes,Black,Formal,Summer,61,Moderately Compatible
Shirts,Purple,Casual,Summer,Track Pants,Black,Casual,Fall,Casual Shoes,Black,Casual,Summer,67,Moderately Compatible
Tshirts,Red,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Summer,71,Moderately Compatible
Tshirts,Black,Casual,Summer,Track Pants,Charcoal,Sports,Summer,Sports Shoes,White,Sports,Summer,68,Moderately Compatible
Tshirts,Green,Casual,Summer,Shorts,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer,68,Moderately Compatible
Tshirts,White,Casual,Summer,Trousers,Black,Formal,Fall,Casual Shoes,Black,Casual,Fall,75,Moderately Compatible
Shirts,Red,Casual,Fall,Shorts,Black,Casual,Summer,Formal Shoes,Black,Formal,Winter,42,Poor Match
Shirts,Olive,Casual,Summer,Trousers,Black,Formal,Summer,Casual Shoes,Black,Casual,Summer,61,Moderately Compatible
Shirts,Orange,Formal,Summer,Shorts,Red,Casual,Fall,Sports Shoes,White,Sports,Summer,25,Poor Match
Shirts,Blue,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Navy Blue,Casual,Fall,57,Poor Match
Shirts,Red,Casual,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,White,Casual,Fall,69,Moderately Compatible
Tshirts,Purple,Casual,Summer,Trousers,Black,Formal,Fall,Casual Shoes,Grey,Casual,Summer,53,Poor Match
Shirts,Purple,Casual,Fall,Trousers,Charcoal,Formal,Fall,Casual Shoes,White,Casual,Fall,48,Poor Match
Tshirts,Grey,Casual,Summer,Track Pants,Grey,Casual,Fall,Casual Shoes,Grey,Casual,Summer,80,Highly Compatible
Tshirts,Black,Casual,Summer,Shorts,Navy Blue,Sports,Fall,Sports Shoes,Grey,Sports,Summer,57,Poor Match
Tshirts,Navy Blue,Casual,Fall,Trousers,Green,Casual,Fall,Sports Shoes,Blue,Sports,Summer,43,Poor Match
Shirts,Navy Blue,Casual,Summer,Shorts,Black,Casual,Summer,Casual Shoes,Black,Casual,Fall,83,Highly Compatible
Tshirts,White,Casual,Summer,Shorts,White,Casual,Fall,Sports Shoes,White,Sports,Summer,62,Moderately Compatible
Shirts,White,Casual,Summer,Shorts,Black,Casual,Summer,Sports Shoes,Black,Sports,Summer,87,Highly Compatible
Shirts,Purple,Casual,Fall,Trousers,Black,Casual,Summer,Casual Shoes,Green,Casual,Summer,59,Poor Match
Tshirts,Blue,Casual,Fall,Track Pants,Grey,Sports,Summer,Sports Shoes,Black,Sports,Summer,63,Moderately Compatible
Tshirts,Black,Casual,Summer,Shorts,Black,Casual,Fall,Formal Shoes,Black,Formal,Fall,57,Poor Match
Tshirts,Brown,Casual,Fall,Jeans,Blue,Casual,Fall,Sports Shoes,White,Sports,Summer,47,Poor Match
Tshirts,Grey,Casual,Summer,Track Pants,Black,Sports,Fall,Sports Shoes,Blue,Sports,Summer,78,Moderately Compatible
Tshirts,White,Casual,Summer,Shorts,Black,Casual,Summer,Formal Shoes,Black,Formal,Summer,87,Highly Compatible
Tshirts,Green,Casual,Fall,Trousers,Black,Formal,Fall,Casual Shoes,Brown,Casual,Summer,48,Poor Match
Tshirts,Purple,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Summer,82,Highly Compatible
Shirts,Purple,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Grey,Casual,Fall,61,Moderately Compatible
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,Green,Casual,Summer,71,Moderately Compatible
Tshirts,Green,Sports,Fall,Track Pants,Black,Casual,Fall,Sports Shoes,White,Sports,Summer,63,Moderately Compatible
Tshirts,White,Casual,Fall,Shorts,Brown,Sports,Summer,Sports Shoes,White,Sports,Summer,60,Moderately Compatible
Kurtas,Maroon,Ethnic,Summer,Jeans,Blue,Casual,Summer,Formal Shoes,Black,Formal,Summer,36,Poor Match
Tshirts,Green,Casual,Fall,Trousers,Grey,Formal,Fall,Sports Shoes,Blue,Sports,Fall,32,Poor Match
Tshirts,Brown,Casual,Summer,Shorts,Red,Casual,Fall,Sports Shoes,White,Sports,Fall,49,Poor Match
Tshirts,Brown,Casual,Summer,Trousers,Grey,Formal,Fall,Sports Shoes,White,Casual,Summer,62,Moderately Compatible
Tshirts,White,Casual,Fall,Trousers,Brown,Casual,Fall,Sports Shoes,White,Sports,Fall,73,Moderately Compatible
Tshirts,Green,Casual,Summer,Shorts,Blue,Casual,Summer,Casual Shoes,Red,Sports,Summer,49,Poor Match
Tshirts,White,Casual,Fall,Trousers,Black,Casual,Summer,Sports Shoes,White,Casual,Summer,95,Highly Compatible
Tshirts,Black,Casual,Summer,Track Pants,Grey,Casual,Fall,Sports Shoes,Black,Sports,Summer,67,Moderately Compatible
Tshirts,Black,Casual,Summer,Shorts,Red,Casual,Fall,Casual Shoes,Black,Casual,Fall,71,Moderately Compatible
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer,88,Highly Compatible
Shirts,Red,Casual,Summer,Shorts,Black,Casual,Summer,Formal Shoes,Black,Formal,Fall,50,Poor Match
Shirts,White,Casual,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,Black,Casual,Summer,68,Moderately Compatible
Tshirts,Green,Sports,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,Brown,Casual,Summer,47,Poor Match
Tshirts,Green,Casual,Fall,Shorts,Brown,Sports,Summer,Casual Shoes,Black,Casual,Summer,49,Poor Match
Shirts,Purple,Formal,Fall,Trousers,Brown,Casual,Summer,Casual Shoes,Black,Casual,Summer,48,Poor Match
Tshirts,Black,Casual,Summer,Jeans,Navy Blue,Casual,Summer,Formal Shoes,Black,Formal,Winter,62,Moderately Compatible
Shirts,Red,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer,71,Moderately Compatible
Shirts,Red,Formal,Fall,Shorts,Black,Casual,Summer,Casual Shoes,Brown,Casual,Summer,49,Poor Match
Tshirts,Green,Sports,Fall,Track Pants,Black,Casual,Summer,Casual Shoes,Brown,Casual,Winter,42,Poor Match
Tshirts,Navy Blue,Casual,Summer,Jeans,Blue,Casual,Summer,Formal Shoes,Black,Formal,Winter,50,Poor Match
Shirts,Olive,Casual,Summer,Track Pants,Black,Casual,Fall,Casual Shoes,Brown,Casual,Summer,69,Moderately Compatible
Tshirts,Black,Casual,Summer,Track Pants,Black,Casual,Fall,Sports Shoes,Grey,Sports,Fall,68,Moderately Compatible
Tshirts,Blue,Casual,Fall,Trousers,Navy Blue,Casual,Fall,Sports Shoes,White,Sports,Summer,48,Poor Match
Tshirts,Blue,Casual,Fall,Trousers,Grey,Formal,Fall,Sports Shoes,Blue,Sports,Summer,24,Poor Match
Tshirts,Grey,Sports,Summer,Trousers,Green,Casual,Fall,Sports Shoes,Black,Sports,Summer,50,Poor Match
Shirts,White,Casual,Fall,Trousers,Black,Casual,Summer,Formal Shoes,Black,Formal,Summer,87,Highly Compatible
Tshirts,Green,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Blue,Sports,Summer,49,Poor Match
Tshirts,White,Casual,Summer,Trousers,Black,Formal,Fall,Casual Shoes,Grey,Casual,Winter,66,Moderately Compatible
Shirts,White,Formal,Summer,Shorts,Black,Casual,Fall,Casual Shoes,Brown,Casual,Summer,72,Moderately Compatible
Tshirts,Blue,Casual,Fall,Trousers,Green,Casual,Fall,Formal Shoes,Brown,Formal,Winter,42,Poor Match
Shirts,Blue,Formal,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Mushroom Brown,Casual,Winter,37,Poor Match
Tshirts,White,Casual,Summer,Track Pants,Grey,Sports,Summer,Sports Shoes,White,Sports,Fall,70,Moderately Compatible
Shirts,Pink,Casual,Summer,Trousers,Khaki,Formal,Fall,Casual Shoes,Black,Casual,Fall,40,Poor Match
Tshirts,Green,Casual,Summer,Jeans,,Casual,Fall,Sports Shoes,White,Sports,Summer,41,Poor Match
Tshirts,Maroon,Sports,Summer,Trousers,Navy Blue,Casual,Fall,Casual Shoes,Brown,Casual,Winter,37,Poor Match
Tshirts,Grey,Casual,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,White,Sports,Summer,52,Poor Match
Tshirts,White,Casual,Fall,Jeans,,Casual,Fall,Formal Shoes,Black,Formal,Summer,53,Poor Match
Shirts,Green,Casual,Summer,Trousers,Black,Casual,Summer,Sports Shoes,White,Sports,Summer,57,Poor Match
Tshirts,White,Casual,Fall,Shorts,Navy Blue,Casual,Summer,Sports Shoes,Black,Casual,Summer,97,Highly Compatible
Shirts,Green,Casual,Summer,Track Pants,Navy Blue,Sports,Summer,Sports Shoes,Grey,Sports,Fall,47,Poor Match
Tshirts,Blue,Casual,Fall,Jeans,,Casual,Fall,Sports Shoes,Black,Sports,Summer,39,Poor Match
Shirts,Green,Casual,Summer,Trousers,Cream,Formal,Fall,Sports Shoes,Silver,Sports,Summer,28,Poor Match
Tshirts,Grey,Casual,Fall,Jeans,Blue,Casual,Fall,Formal Shoes,Brown,Formal,Winter,53,Poor Match
Tshirts,Navy Blue,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Silver,Sports,Summer,49,Poor Match
Tshirts,Navy Blue,Casual,Summer,Shorts,Black,Sports,Fall,Sports Shoes,White,Sports,Fall,57,Poor Match
Tshirts,Green,Casual,Fall,Shorts,Black,Casual,Fall,Casual Shoes,Brown,Casual,Winter,69,Moderately Compatible
Shirts,White,Casual,Summer,Track Pants,Black,Casual,Summer,Sports Shoes,Black,Sports,Fall,73,Moderately Compatible
Tshirts,Burgundy,Casual,Summer,Shorts,Black,Casual,Summer,Formal Shoes,Black,Formal,Fall,52,Poor Match
Tshirts,Grey,Casual,Summer,Shorts,Black,Sports,Fall,Sports Shoes,Blue,Sports,Summer,67,Moderately Compatible
Tshirts,Red,Casual,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Summer,43,Poor Match
Jackets,Blue,Sports,Fall,Jeans,Blue,Casual,Summer,Sports Shoes,Silver,Sports,Summer,42,Poor Match
Tshirts,Red,Casual,Fall,Shorts,Brown,Sports,Summer,Sports Shoes,Black,Sports,Spring,37,Poor Match
Shirts,Blue,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Navy Blue,Casual,Summer,62,Moderately Compatible
Sweatshirts,Black,Casual,Fall,Shorts,Navy Blue,Sports,Summer,Sports Shoes,Grey,Sports,Fall,60,Moderately Compatible
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Winter,Casual Shoes,Black,Casual,Fall,67,Moderately Compatible
Tshirts,Black,Casual,Summer,Track Pants,Black,Casual,Fall,Casual Shoes,Black,Casual,Summer,80,Highly Compatible
Tshirts,Blue,Sports,Fall,Shorts,Beige,Casual,Fall,Casual Shoes,White,Casual,Summer,68,Moderately Compatible
Tshirts,Maroon,Sports,Summer,Shorts,White,Casual,Summer,Formal Shoes,Black,Formal,Winter,36,Poor Match
Tshirts,Blue,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Red,Sports,Summer,62,Moderately Compatible
Shirts,Red,Casual,Summer,Shorts,Black,Sports,Fall,Sports Shoes,Silver,Sports,Summer,37,Poor Match
Shirts,Green,Casual,Summer,Jeans,Blue,Casual,Summer,Formal Shoes,Black,Formal,Summer,50,Poor Match
Shirts,Orange,Formal,Summer,Shorts,Grey,Casual,Summer,Sports Shoes,White,Sports,Summer,46,Poor Match
Shirts,White,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Summer,69,Moderately Compatible
Tshirts,Grey,Casual,Summer,Track Pants,Black,Sports,Fall,Casual Shoes,Black,Casual,Fall,75,Moderately Compatible
Shirts,White,Casual,Fall,Trousers,Black,Formal,Fall,Casual Shoes,White,Casual,Summer,76,Moderately Compatible
Shirts,Red,Casual,Summer,Shorts,White,Casual,Summer,Sports Shoes,Black,Sports,Spring,53,Poor Match
Tshirts,Green,Casual,Summer,Shorts,Black,Casual,Summer,Casual Shoes,Blue,Casual,Fall,57,Poor Match
Tshirts,Navy Blue,Casual,Summer,Track Pants,Black,Casual,Fall,Casual Shoes,Black,Casual,Winter,68,Moderately Compatible
Tshirts,Blue,Casual,Fall,Trousers,Black,Casual,Fall,Casual Shoes,Brown,Casual,Summer,73,Moderately Compatible
Tshirts,Red,Casual,Fall,Trousers,Khaki,Formal,Fall,Casual Shoes,Black,Casual,Fall,48,Poor Match
Tshirts,Grey,Casual,Summer,Track Pants,Grey,Sports,Summer,Sports Shoes,White,Sports,Fall,67,Moderately Compatible
Tshirts,Grey,Casual,Summer,Shorts,Grey Melange,Sports,Summer,Formal Shoes,Brown,Formal,Winter,37,Poor Match
Shirts,Green,Casual,Fall,Shorts,Grey,Casual,Fall,Casual Shoes,White,Casual,Fall,79,Moderately Compatible
Shirts,Pink,Casual,Summer,Jeans,Blue,Casual,Fall,Sports Shoes,White,Sports,Summer,43,Poor Match
Shirts,Red,Casual,Summer,Trousers,Green,Casual,Fall,Casual Shoes,Brown,Casual,Winter,51,Poor Match
Sweatshirts,Black,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Grey,Casual,Winter,70,Moderately Compatible
Tshirts,White,Casual,Summer,Shorts,Black,Sports,Fall,Sports Shoes,Grey,Sports,Summer,77,Moderately Compatible
Tshirts,White,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Black,Sports,Summer,61,Moderately Compatible
Tshirts,Black,Casual,Summer,Track Pants,Black,Sports,Fall,Casual Shoes,Black,Casual,Fall,60,Moderately Compatible
Shirts,White,Formal,Summer,Shorts,Black,Casual,Summer,Casual Shoes,Charcoal,Casual,Fall,66,Moderately Compatible
Tshirts,Green,Casual,Fall,Shorts,Navy Blue,Sports,Summer,Sports Shoes,White,Sports,Fall,51,Poor Match
Shirts,Purple,Casual,Summer,Shorts,Grey,Casual,Fall,Formal Shoes,Black,Formal,Summer,52,Poor Match
Tshirts,Brown,Casual,Fall,Shorts,Grey,Sports,Summer,Sports Shoes,White,Sports,Fall,63,Moderately Compatible
Shirts,Red,Casual,Summer,Trousers,Grey,Casual,Fall,Casual Shoes,Black,Casual,Fall,71,Moderately Compatible
Tshirts,Green,Casual,Fall,Trousers,Navy Blue,Casual,Fall,Casual Shoes,Brown,Casual,Winter,70,Moderately Compatible
Shirts,Brown,Casual,Fall,Jeans,Navy Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter,73,Moderately Compatible
Tshirts,Green,Casual,Fall,Track Pants,Grey,Sports,Summer,Sports Shoes,Blue,Sports,Summer,48,Poor Match
Shirts,White,Formal,Summer,Track Pants,Black,Casual,Summer,Sports Shoes,Silver,Sports,Summer,62,Moderately Compatible
Tshirts,Blue,Sports,Fall,Trousers,Blue,Formal,Fall,Casual Shoes,Black,Casual,Fall,38,Poor Match
Tshirts,Yellow,Casual,Summer,Jeans,Blue,Casual,Summer,Sports Shoes,Silver,Sports,Summer,51,Poor Match
Tshirts,Maroon,Sports,Summer,Track Pants,Black,Casual,Fall,Casual Shoes,Brown,Casual,Winter,39,Poor Match
Tshirts,White,Casual,Summer,Shorts,Beige,Casual,Fall,Sports Shoes,White,Sports,Fall,62,Moderately Compatible
Tshirts,Black,Casual,Summer,Track Pants,Black,Casual,Spring,Sports Shoes,Silver,Sports,Summer,57,Poor Match
Tshirts,Orange,Casual,Fall,Trousers,Grey,Formal,Fall,Casual Shoes,White,Casual,Spring,53,Poor Match
Tshirts,Grey,Casual,Summer,Trousers,Green,Casual,Fall,Casual Shoes,White,Casual,Fall,72,Moderately Compatible
Tshirts,Blue,Casual,Fall,Trousers,Khaki,Casual,Fall,Casual Shoes,Black,Casual,Summer,62,Moderately Compatible
Tshirts,Grey,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer,88,Highly Compatible
Tshirts,Purple,Casual,Summer,Trousers,Navy Blue,Casual,Fall,Casual Shoes,White,Casual,Spring,63,Moderately Compatible
Sweatshirts,Purple,Casual,Fall,Shorts,Black,Sports,Summer,Sports Shoes,Grey,Sports,Fall,53,Poor Match
Tshirts,Green,Casual,Fall,Trousers,Black,Casual,Summer,Casual Shoes,Black,Casual,Summer,72,Moderately Compatible
Shirts,White,Formal,Summer,Trousers,Khaki,Formal,Fall,Casual Shoes,Brown,Casual,Summer,47,Poor Match
Shirts,Grey,Casual,Fall,Trousers,Beige,Casual,Fall,Casual Shoes,Charcoal,Casual,Fall,80,Highly Compatible
Shirts,Yellow,Casual,Fall,Jeans,Black,Casual,Fall,Casual Shoes,Black,Casual,Summer,67,Moderately Compatible
Tshirts,White,Casual,Summer,Shorts,Black,Sports,Summer,Casual Shoes,White,Casual,Summer,84,Highly Compatible
Tshirts,Blue,Casual,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,Brown,Casual,Winter,67,Moderately Compatible
Tshirts,Purple,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Blue,Casual,Fall,68,Moderately Compatible
Tshirts,Grey,Casual,Summer,Trousers,Black,Formal,Fall,Casual Shoes,Brown,Casual,Summer,77,Moderately Compatible
Shirts,Green,Casual,Fall,Jeans,Blue,Casual,Fall,Sports Shoes,Black,Sports,Summer,39,Poor Match
Sweatshirts,Purple,Casual,Fall,Jeans,Blue,Casual,Fall,Casual Shoes,Blue,Casual,Fall,78,Moderately Compatible
Shirts,White,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter,58,Poor Match
Tshirts,Black,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,White,Casual,Fall,79,Moderately Compatible
Kurtas,Maroon,Ethnic,Summer,Track Pants,Brown,Casual,Fall,Casual Shoes,Red,Casual,Winter,32,Poor Match
Tshirts,Green,Casual,Summer,Shorts,Black,Sports,Winter,Casual Shoes,Black,Casual,Fall,41,Poor Match
Tshirts,Grey,Casual,Summer,Trousers,Black,Casual,Fall,Casual Shoes,Blue,Casual,Fall,82,Highly Compatible
Shirts,Navy Blue,Casual,Summer,Shorts,Black,Sports,Winter,Casual Shoes,Blue,Casual,Summer,51,Poor Match
Tshirts,Blue,Casual,Fall,Shorts,Red,Casual,Fall,Sports Shoes,Black,Sports,Fall,49,Poor Match
Shirts,White,Formal,Summer,Track Pants,Grey,Sports,Summer,Sports Shoes,White,Sports,Summer,67,Moderately Compatible
Tshirts,Black,Casual,Summer,Jeans,Navy Blue,Casual,Summer,Casual Shoes,Blue,Casual,Fall,78,Moderately Compatible
Tshirts,Green,Sports,Fall,Jeans,Black,Casual,Fall,Casual Shoes,Red,Casual,Winter,50,Poor Match
Shirts,Yellow,Casual,Fall,Track Pants,Black,Casual,Fall,Casual Shoes,Brown,Casual,Winter,71,Moderately Compatible
Shirts,Navy Blue,Casual,Summer,Jeans,Black,Casual,Fall,Casual Shoes,Navy Blue,Casual,Summer,78,Moderately Compatible
Tshirts,Navy Blue,Casual,Fall,Shorts,Black,Sports,Fall,Formal Shoes,Black,Formal,Summer,46,Poor Match
Shirts,Grey,Casual,Fall,Shorts,Grey,Casual,Summer,Formal Shoes,Black,Formal,Winter,49,Poor Match
Tshirts,White,Casual,Summer,Track Pants,Black,Casual,Summer,Sports Shoes,White,Sports,Summer,97,Highly Compatible
Shirts,Brown,Casual,Summer,Jeans,Blue,Casual,Winter,Casual Shoes,Brown,Casual,Summer,71,Moderately Compatible
Tshirts,Red,Casual,Fall,Track Pants,Black,Sports,Fall,Casual Shoes,Brown,Casual,Summer,53,Poor Match
Shirts,Red,Casual,Summer,Trousers,Grey,Casual,Summer,Sports Shoes,White,Sports,Fall,50,Poor Match
Jackets,Blue,Sports,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Winter,27,Poor Match
Tshirts,Pink,Casual,Summer,Track Pants,Black,Sports,Fall,Formal Shoes,Black,Formal,Fall,35,Poor Match
Shirts,Blue,Casual,Fall,Shorts,Grey Melange,Sports,Summer,Casual Shoes,Black,Casual,Fall,38,Poor Match
Tshirts,Black,Casual,Summer,Track Pants,Black,Sports,Fall,Casual Shoes,Brown,Casual,Winter,53,Poor Match
Shirts,Grey,Casual,Fall,Trousers,Black,Formal,Fall,Sports Shoes,Black,Sports,Summer,57,Poor Match
Shirts,Red,Casual,Summer,Shorts,Beige,Casual,Fall,Casual Shoes,Blue,Casual,Summer,60,Moderately Compatible
Tshirts,Blue,Casual,Fall,Trousers,Black,Formal,Fall,Casual Shoes,Red,Casual,Winter,40,Poor Match
Tshirts,Blue,Casual,Summer,Jeans,Blue,Casual,Fall,Casual Shoes,Mushroom Brown,Casual,Winter,60,Moderately Compatible
Tshirts,Green,Casual,Fall,Shorts,Black,Sports,Summer,Casual Shoes,Blue,Casual,Summer,40,Poor Match
Tshirts,Black,Casual,Summer,Trousers,Green,Casual,Fall,Sports Shoes,Black,Sports,Summer,50,Poor Match
Shirts,Purple,Casual,Summer,Jeans,Blue,Casual,Summer,Casual Shoes,Brown,Casual,Summer,73,Moderately Compatible
Tshirts,Purple,Casual,Summer,Track Pants,Black,Casual,Spring,Sports Shoes,Blue,Sports,Summer,48,Poor Match
Shirts,Red,Formal,Fall,Shorts,Black,Casual,Summer,Casual Shoes,Black,Casual,Fall,52,Poor Match
Shirts,Purple,Casual,Fall,Shorts,White,Casual,Fall,Casual Shoes,Grey,Casual,Fall,79,Moderately Compatible
Tshirts,Purple,Casual,Fall,Jeans,Blue,Casual,Summer,Casual Shoes,Black,Casual,Summer,69,Moderately Compatible
Tshirts,Pink,Casual,Summer,Trousers,Grey,Formal,Fall,Casual Shoes,Brown,Casual,Winter,38,Poor Match
Shirts,Grey,Casual,Fall,Jeans,Blue,Casual,Winter,Casual Shoes,Grey,Casual,Winter,72,Moderately Compatible
Tshirts,Green,Casual,Fall,Shorts,Grey,Sports,Fall,Casual Shoes,Black,Casual,Fall,58,Poor Match
Tshirts,Grey,Casual,Fall,Trousers,Black,Formal,Summer,Sports Shoes,White,Sports,Summer,59,Poor Match
Tshirts,White,Casual,Summer,Shorts,Navy Blue,Sports,Summer,Casual Shoes,Brown,Casual,Winter,76,Moderately Compatible
Tshirts,Blue,Casual,Fall,Shorts,Black,Casual,Fall,Sports Shoes,Black,Sports,Summer,50,Poor Match
Tshirts,Yellow,Casual,Summer,Shorts,Black,Casual,Summer,Formal Shoes,Black,Formal,Summer,58,Poor Match
Tshirts,Red,Casual,Fall,Shorts,Navy Blue,Casual,Summer,Sports Shoes,Blue,Sports,Summer,42,Poor Match
Tshirts,Green,Casual,Summer,Shorts,Red,Casual,Fall,Sports Shoes,Black,Sports,Summer,39,Poor Match
Tshirts,Black,Casual,Summer,Shorts,Blue,Casual,Summer,Sports Shoes,Black,Casual,Summer,82,Highly Compatible
