id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
32763,Men,Apparel,Topwear,Shirts,Lavender,Summer,2012.0,Formal,John Miller Men Check Lavender Shirt
24606,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,2011.0,Casual,Proline Men Blue Sweatshirt
10433,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Flying Machine Men Ydc Black Shirts
15141,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Arrow Sport Men Check Blue Slim Fit Shirt
53754,Men,Apparel,Topwear,Sweatshirts,Olive,Summer,2012.0,Casual,ADIDAS Men Olive Chelsea FC Sweatshirt
14093,Men,Apparel,Topwear,Tshirts,Red,Winter,2016.0,Casual,Flying Machine Men Stripes Red Tshirts
7393,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men's Brown Semi Formal Shoe
3733,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Sports,Kochi Tuskers Mens Fangear Jersey
26151,Men,Apparel,Bottomwear,Trousers,Navy Blue,Summer,2012.0,Formal,John Miller Men Navy Blue Trousers
12364,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Reid & Taylor Men Stripes Blue Shirts
12909,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Spykar Men Check Red Shirts
29348,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Probase Men Printed Green T-shirt
9864,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Status Quo Men Stripes Purple Tshirts
6010,Men,Apparel,Topwear,Shirts,Purple,Summer,2010.0,Casual,Highlander Men Purple Green Checked Shirt
26300,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Proline Men Blue Striped Polo T-shirt
24457,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Nike Men Air Max Black Sports Shoes
10662,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Doodle Boy Travel Red Tshirts
25585,Men,Footwear,Shoes,Sports Shoes,Silver,Summer,2012.0,Sports,Fila Men Redemption Silver Sports Shoes
15310,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,ADIDAS Men Furano 3 M Black Sports Shoes
4747,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Sports,ADIDAS Men's Green Polo T-shirt
10450,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Flying Machine Men Blue Polo Tshirts
53737,Men,Apparel,Bottomwear,Shorts,Olive,Summer,2012.0,Casual,ADIDAS Men Olive Shorts
44780,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2012.0,Casual,Lotto Men Navy Blue Shoes
37272,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Tantra Men Black Angry Anna T-shirt
4575,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2011.0,Sports,Nike Men's Air Max Court Blue Shoe
15122,Men,Apparel,Bottomwear,Trousers,Brown,Fall,2011.0,Formal,Arrow Men  Autoflex Brown Trousers
22592,Men,Apparel,Topwear,Sweatshirts,Red,Fall,2011.0,Casual,Nike Men Red Striped Sweatshirt
3750,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Status Quo Men's Ticket To Win Purple T-shirt
26132,Men,Apparel,Bottomwear,Trousers,Navy Blue,Summer,2012.0,Formal,John Miller Men Navy Blue Trousers
2682,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Inkfruit Men's Hues Blue T-shirt
41696,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Casual,Superman Men Black Printed Shorts
14494,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Flying Machine Men Casual Black Casual Shoes
6646,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Nike Men's Air Trail Ridge Black Shoe
51404,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Myntra Men Blue Shirt
42013,Men,Footwear,Shoes,Sports Shoes,White,Fall,2012.0,Sports,Nike Men White Ballista Sports Shoes
18857,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Puma Men Generation Navy Blue Polo Tshirt
6474,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Casual,Red Tape Men's Black casual Shoe
19985,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Blue Striped T-shirt
30601,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Sports,Nike Men Sports Reversible Black T-shirt
33084,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,U.S. Polo Assn. Denim Co. Men Striped Navy Blue T-Shirt
11112,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Indigo Nation Men Check White Shirts
33242,Men,Apparel,Topwear,Shirts,White,Fall,2012.0,Formal,Arrow Men White Check Shirt
44310,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Indian Terrain Men Blue Check Shirt
5037,Men,Footwear,Shoes,Casual Shoes,White,Winter,2015.0,Casual,Fila Men White Ample Shoes
22102,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011.0,Casual,Flying Machine Men Grey Casual Shoes
16337,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Peter England Men Stripes Blue Shirt
2212,Men,Apparel,Topwear,Tshirts,Green,Fall,2010.0,Casual,Adidas Men 3 Stripe Green Polo T-shirt
8728,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Checks Purple Shirts
12797,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Nike Men The Red Devils Black Tshirts
6480,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,ADIDAS Men's Logo Black T-shirt
34255,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Summer,2012.0,Casual,Proline Men Navy Blue Track Pants
7552,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Sports,Nike Men's SS Too Fast Orange T-shirt
22330,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,John Players Men Stripes White T-Shirt
27642,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Che Guevara Men Printed Red T-shirt
26790,Men,Apparel,Topwear,Shirts,White,Summer,2013.0,Formal,Arrow Men White Striped Shirt
41450,Men,Footwear,Shoes,Casual Shoes,White,Fall,2012.0,Casual,Lee Cooper Men White Shoes
11320,Men,Apparel,Bottomwear,Jeans,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Washed Grey Jeans
33070,Men,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,U.S.Polo Assn. Men Orange Polo T-shirt
5205,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Beatles Men's The Beatles Dark Grey T-shirt
14652,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Probase Men Punk Black Tshirts
7136,Men,Apparel,Bottomwear,Track Pants,Green,Fall,2011.0,Casual,Urban Yoga Men Bottom Olive Green Yoga Pants
8942,Men,Apparel,Topwear,Shirts,Pink,Fall,2011.0,Casual,Indigo Nation Men Reversible Bling Pink Shirts
34631,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Lotto Men Atlantica White Sports Shoes
19529,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,United Colors of Benetton Men Solid Green TShirt
3596,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Converse Men's Chuck Taylor Digital Print Ox Black Canvas Shoe
30291,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Myntra Men Deadly Pirate Off White T-shirt
11744,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Lee Men Stripes Green Tshirts
25571,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Fila Men Superior White Sports Shoes
5661,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Tantra Men Absolut Bangalore Black T-shirt
20003,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,United Colors of Benetton Men Printed White TShirt
24691,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Lee Cooper Men Casual Brown Shoes
14004,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,Nike Men India Football Jersey
44774,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Lotto Men White Losanna Sports Shoes
5453,Men,Apparel,Bottomwear,Shorts,Grey,Summer,2011.0,Sports,Nike Men's Vapor Knit Grey Short
34403,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Myntra Men Back To The 70s Black T-shirt
13221,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Palm Tree Kids Boys Printed Blue Tshirts
28860,Men,Apparel,Topwear,Tshirts,Grey,Summer,2013.0,Casual,Proline Men Grey Polo T-shirt
14699,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Casual,Basics Men Black Trousers
18868,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,2011.0,Casual,Puma Men Solid Navy Blue Knits Panel Shorts
19186,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,United Colors of Benetton Men Check Green Shirt
9631,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men Price catch Blue Shirts
38661,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2012.0,Sports,Nike Men Black T90 Exacto IV FG Sports Shoes
33289,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Arrow Sport Men White Slim Fit Shirt
15579,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Mark Taylor Men White & Blue Striped Shirt
10837,Men,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Wrangler Men Urban Folk Pink T-Shirts
16798,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Casual,Highlander Men Solid Black Trouser
8387,Men,Apparel,Topwear,Tshirts,Navy Blue,Spring,2013.0,Sports,ADIDAS Men  Navy Blue Polo T-shirt
18602,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Puma Men Commander White Sports Shoes
9255,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Formal,Mark Taylor Men Green Striped Shirt
1804,Men,Apparel,Bottomwear,Shorts,Black,Fall,2010.0,Sports,Kalenji Men Essential Baggy Black Shorts
5498,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Mr.Men Men's Mr.happy White T-shirt
24468,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,ID Men Brown Casual Shoes
12936,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Basics Men White Slim Fit Checked Shirt
9067,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Mark Taylor Men White Striped Shirt
6813,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2011.0,Casual,Timberland Men's Cityendur Ox Grey Shoe
31972,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012.0,Sports,Nike Men Air Relentless Grey Sports Shoes
44579,Men,Apparel,Bottomwear,Jeans,Blue,Spring,2013.0,Casual,Lee Men Blue Pent Jeans
41837,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012.0,Casual,Skechers Men Grey Shoes
7935,Men,Apparel,Bottomwear,Shorts,Black,Fall,2011.0,Sports,Puma Men Jersey Black Short
19516,Men,Apparel,Topwear,Sweaters,Black,Fall,2011.0,Casual,United Colors of Benetton Men Black  Sweater
44921,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,Puma Men Blue Shorts
52078,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Myntra Men White & Blue T-shirt
28635,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men Free TR2 White Sports Shoes
2823,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Lee Cooper Men's LC Formal Leather Black Shoe
19172,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,United Colors of Benetton Men Solid Navy Blue TShirt
16906,Men,Apparel,Topwear,Sweatshirts,Maroon,Fall,2011.0,Casual,Status Quo Men Solid Maroon Sweatshirt
19340,Men,Apparel,Topwear,Jackets,Black,Fall,2011.0,Casual,United Colors of Benetton Men Solid Black Jacket
5834,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,Puma Men's Pop Graphic White T-shirt
58770,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Casual,Locomotive Men Grey Shirt
5454,Men,Apparel,Bottomwear,Shorts,Black,Summer,2011.0,Sports,Nike Men's Basic Woven Med Black Short
44773,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Lotto Men White Sports Shoes
14003,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Sports,Nike Men Solid Yellow Jerseys
34404,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Myntra Men Surf Black T-shirt
13226,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011.0,Casual,Palm Tree Kids Boys Printed Brown Tshirts
7131,Men,Apparel,Bottomwear,Track Pants,Black,Fall,2011.0,Casual,Urban Yoga Men Bottom Black Track Pants
13828,Men,Apparel,Topwear,Sweaters,Navy Blue,Fall,2011.0,Casual,Indigo Nation Men Solid Navy Blue Sweaters
34636,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012.0,Casual,Lotto Men XD III Grey Shoes
30296,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Myntra Men Planet Earth Off White T-shirt
10691,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Doodle Boy Little Boy Green Tshirts
25576,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Fila Men Surveillance White Shoes
11743,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Lee Men Green Polo Tshirts
20004,Men,Apparel,Topwear,Tshirts,Beige,Summer,2011.0,Casual,United Colors of Benetton Men Printed Beige TShirt
5666,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Tantra Men's Beer Addict Green T-shirt
6487,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018.0,Formal,Red Tape Men's Black Formal Leather Shoe
34252,Men,Apparel,Bottomwear,Shorts,Grey Melange,Summer,2013.0,Sports,Proline Grey Melange Shorts
22337,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,John Players Men Stripes Green Polo T-Shirt
7555,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Sports,Nike Men's Arsenal Core Yellow T-shirt
19976,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,United Colors of Benetton Men Printed Green TShirt
27645,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Che Guevara Men Printed Black T-shirt
2027,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Sports,ADIDAS Mens Full Navy Blue T-shirt
26797,Men,Apparel,Topwear,Shirts,Grey,Summer,2013.0,Formal,Arrow Men Grey Striped Shirt
11327,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Washed Blue Jeans
33077,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,U.S.Polo Assn. Men White Polo T-shirt
57532,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2012.0,Casual,Provogue Men Black Formal Shoes
44919,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Casual,Puma Men Black Shorts
5202,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Marvel Men's Hulk Big Face Light Green T-shirt
41665,Men,Apparel,Topwear,Shirts,Brown,Summer,2012.0,Formal,Mark Taylor Men Brown Striped Shirt
11115,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,Indigo Nation Men Check Purple Shirts
33245,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Formal,Arrow Men Grey Slim Fit Shirt
11929,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2011.0,Sports,Skechers Men Shape Grey Sports Shoes
7767,Men,Apparel,Bottomwear,Track Pants,Black,Summer,2011.0,Sports,Nike Men's As Vapor Wove Black Track Pants
16330,Men,Apparel,Bottomwear,Trousers,Brown,Fall,2011.0,Casual,Peter England Men Solid Brown Trouser
22105,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Flying Machine Men Black Casual Shoes
13642,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Carlton London Brown  Casual Shoe
12790,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Sports,Nike Men Arsenal Red Jersey
49408,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Vans Men Black Era Shoes
18850,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Puma Men Head Yellow Tshirt
19982,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,United Colors of Benetton Men Printed Black TShirt
17818,Men,Footwear,Shoes,Casual Shoes,Brown,Spring,2012.0,Casual,Lee Cooper Men  Brown Casual Shoe
30606,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Sports,Nike Men Running Blue Shorts
3101,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Probase Men's Boarding Black T-shirt
12556,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Tantra Men Green Printed T-shirt
33083,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,U.S. Polo Assn. Denim Co. Men Striped Red T-Shirt
10033,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,2011.0,Sports,Nike Men As Ad Breakli Navy Blue Shorts
38659,Men,Footwear,Shoes,Casual Shoes,Purple,Summer,2012.0,Casual,Nike Men Purple Braata Shoes
14493,Men,Footwear,Shoes,Casual Shoes,Green,Fall,2011.0,Casual,Flying Machine Men Casual Green Casual Shoes
7793,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Proline Men Purple Polo T-shirt
51403,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Myntra Men Blue and White Check Shirt
9609,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Stripes Purple Shirts
26551,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Casual,ID Men Black Shoes
10457,Men,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Flying Machine Men Pink Polo Tshirts
15125,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Formal,Arrow Men Autoflex Grey Trousers
4572,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Nike Men's Air Court MO White Shoe
22595,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,Nike Men Black T-shirt
6225,Men,Apparel,Topwear,Tshirts,Black,Spring,2011.0,Casual,Lee Men's Mayor Black T-shirt
26135,Men,Apparel,Bottomwear,Trousers,Beige,Summer,2012.0,Formal,John Miller Men Beige Trousers
3757,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Status Quo Men's Buchanan Street White T-shirt
54515,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2012.0,Sports,F Sports Men Grey Bratt Sports Shoes
35710,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men Free Trainer White Sports Shoes
6017,Men,Apparel,Topwear,Shirts,White,Summer,2011.0,Casual,Highlander Men White & Green Checked Slim Fit Shirt
9863,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Status Quo Men Grey Polo Tshirts
3565,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,ADIDAS Men's Atwood Brown Shoe
48378,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,French Connection Men Blue paint Stained Regular Fit Jeans
30262,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men Brown Shoes
10665,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Doodle Boy Extream Racer Black Tshirts
24450,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Nike Men Sweet Classic Leather Black Shoes
25582,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Fila Men Trackfield Black Sports Shoes
5692,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2015.0,Casual,Skechers Men Seguae-Deposit Black Taupe Shoe
4740,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Numero Uno Men's MJ Black White Shoe
21122,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Casual,s.Oliver Men Check Maroon Shirt
15317,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,2011.0,Casual,Nike Men Solid Navy Blue Sweatshirts
7758,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Terrible Things Purple Beige T-shirt
34863,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2012.0,Casual,Vans Men Zapato Del Barco Blue Shoes
5833,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Puma Men's Pop Logo Black T-shirt
40788,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Quiksilver Men Black Shoes
44926,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Jack & Jones Men Blue & Green Shirt
2824,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Lee Cooper Men's Formal Leather Slip-On Black Shoe
19949,Men,Apparel,Topwear,Sweatshirts,Purple,Fall,2011.0,Casual,Puma Men Solid Purple Sweatshirt
16901,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Status Quo Men Green Polo Tshirt
19175,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Check Blue Shirt
20807,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2010.0,Sports,Fila Men DNA Tech Blue Sports Shoes
25549,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Wrangler Men Green Polo T-shirt
5659,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Tantra Men's Instant Blue T-shirt
41830,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Skechers Men Black Shoes
29384,Men,Apparel,Topwear,Shirts,Maroon,Summer,2012.0,Formal,Genesis Men Striped Maroon Shirt
19723,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Solid Grey Shirt
28858,Men,Apparel,Topwear,Tshirts,Cream,Fall,2013.0,Casual,Proline Men Cream T-shirt
13219,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Palm Tree Kids Boys Solid White Shirts
15328,Men,Apparel,Topwear,Sweaters,Blue,Fall,2011.0,Sports,Nike Men Solid Blue Sweaters
22798,Men,Apparel,Bottomwear,Shorts,White,Fall,2011.0,Casual,Manchester United Men White Shorts
12931,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Classic Polo Men Insignia Blue Tshirts
6814,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,Timberland Men's Cityendur Brown Shoe
9060,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Puma Men SL Tech Lo White Sports Shoes
3768,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Status Quo Men's Red Polo T-shirt
9252,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Formal,Mark Taylor Men Brown Striped Shirt
10468,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Flying Machine Men Blue Polo Tshirts
40318,Men,Footwear,Shoes,Sports Shoes,White,Summer,2013.0,Sports,ADIDAS Men White Twenty2 Yds Sports Shoes
32738,Men,Footwear,Shoes,Sports Shoes,Navy Blue,Summer,2012.0,Sports,FILA Men Smash III Navy Blue Sports Shoes
9636,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Bling Purple  Striped Shirt
13689,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2013.0,Sports,Reebok Men Premier Zigfly Sports Shoes
38666,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men Lunarfly White Sports Shoes
4129,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2011.0,Casual,Fila Men's Basic Low Navy Shoe
10830,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Wrangler Men White Polo Tshirts
20699,Men,Footwear,Shoes,Casual Shoes,Olive,Winter,2011.0,Casual,Buckaroo Men Fiesta Olive Casual Shoes
32952,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,ADIDAS Neo Men Court Sequence Black Shoes
53159,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,Mark Taylor Men White Striped Shirt
17827,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Nike Men Air Force 1 '07 White Casual Shoe
12569,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Tantra Men Printed White Tshirts
19181,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,United Colors of Benetton Men Red Check Shirt
11311,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2016.0,Casual,Wrangler Men Blue Texas Jeans
32193,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,ADIDAS Men Ohne Black Shoes
14663,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Basics Men Navy Blue Slim Fit Checked Shirt
5234,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Reebok Men's Sprint Fit Lite LP Black Silver Shoe
21584,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2011.0,Casual,Locomotive Men Washed Blue Jeans
52076,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Myntra Men Grey T-shirt
7563,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Sports,Nike Men's As Spher Navy Blue T-shirt
19940,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Nike Men Nike Capri II  Black Casual Shoes
16908,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Casual,Status Quo Men Solid Black Sweatshirt
43336,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Reebok Men White Turbo Sports Shoes
2011,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Casual,ADIDAS Men Classic Blue Striped T-shirt
7751,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Indigo Nation Men Young Lords Black T-shirt
22133,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011.0,Formal,Provogue Men Brown Formal Shoes
6683,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,UCB Men's Shiny Print Patch Black T-shirt
26593,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Puma Men Budoka White Sports Shoes
8719,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Stripes Shirt Purple Shirts
41653,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Mark Taylor Men Blue Striped Shirt
